study_id,site_id,site_name,investigator,country,region,lat,lon,status,activation_date,days_to_activate,patients_screened,patients_enrolled,screen_fail_rate,enrollment_rate_per_month,target_enrollment,quality_score,query_rate_per_100_crfs,protocol_deviations,major_deviations,monitoring_visits_completed,monitoring_visits_planned,last_monitoring_visit
BIO-2032-447,SITE-1485,Biomedical Research Institute - Japan,Dr. Tanaka,Japan,Asia-Pacific,34.84323091823223,138.78577395917335,Active,2024-08-13,35,10,10,6.4,1.54,2,0.637,6.5,0,1,11,12,2025-12-28
BIO-2032-447,SITE-1486,Translational Research Hospital - Japan,Dr. Brown,Japan,Asia-Pacific,35.80531157701051,136.01136710573098,Active,2024-09-11,64,17,13,23.9,2.63,2,0.697,5.4,0,0,3,17,2025-12-23
BIO-2032-447,SITE-1487,Health Sciences Center - Japan,Dr. Rossi,Japan,Asia-Pacific,37.00477286520082,135.96033002571605,Active,2024-09-03,56,11,10,11.6,1.77,2,0.838,9.3,3,0,8,14,2026-01-05
BIO-2032-447,SITE-1488,Health Sciences Center - Japan,Dr. Singh,Japan,Asia-Pacific,37.29848104084481,138.6831156600582,Active,2024-10-06,89,30,22,28.8,2.82,2,0.904,8.0,1,1,3,10,2026-02-03
BIO-2032-447,SITE-1489,University Medical Center - United Kingdom,Dr. Yamamoto,United Kingdom,Europe,57.63979521248009,-1.6851972088721534,Active,2024-10-15,98,10,7,31.9,1.75,3,0.685,8.2,3,0,2,12,2026-02-10
BIO-2032-447,SITE-1490,National Medical Center - United Kingdom,Dr. Anderson,United Kingdom,Europe,52.904161606622814,-3.857841088002146,Active,2024-11-02,116,3,2,37.8,0.92,4,0.741,4.4,1,0,1,9,2026-01-05
BIO-2032-447,SITE-1491,Translational Research Hospital - United Kingdom,Dr. Lee,United Kingdom,Europe,54.742848307335464,-0.47204204532029914,Active,2024-10-30,113,2,2,17.6,0.19,3,0.78,6.4,0,1,1,9,2026-01-16
BIO-2032-447,SITE-1492,Teaching Hospital - India,Dr. Nakamura,India,Asia-Pacific,20.876147559924505,79.18216887854669,Active,2024-09-02,55,1,1,45.5,0.29,3,0.981,4.0,3,0,6,10,2026-02-12
BIO-2032-447,SITE-1493,General Hospital - United Kingdom,Dr. Kim,United Kingdom,Europe,57.123661184656314,-1.6000499646667907,Pending,2024-09-23,76,14,10,32.4,2.03,3,0.833,0.0,2,0,7,7,2025-12-25
BIO-2032-447,SITE-1494,Institute of Clinical Sciences - United Kingdom,Dr. Martinez,United Kingdom,Europe,55.5807227489697,-1.9384635608726444,Active,2024-08-21,43,3,3,10.5,0.94,3,0.574,6.4,2,0,7,15,2025-12-17
BIO-2033-926,SITE-1495,Metropolitan Hospital - Canada,Dr. Fischer,Canada,North America,53.62220139054933,-107.58004450931648,Active,2023-12-12,121,0,0,23.9,0.0,66,0.565,1.3,0,1,9,7,2025-12-23
BIO-2033-926,SITE-1496,Regional Research Institute - South Korea,Dr. Singh,South Korea,Asia-Pacific,36.07011273530741,130.46880475430606,Active,2023-11-02,81,0,0,24.6,0.0,100,0.755,6.3,3,0,5,9,2026-02-09
BIO-2033-926,SITE-1497,General Hospital - France,Dr. Johnson,France,Europe,48.33306705231905,4.186237162642769,Active,2023-10-30,78,26,22,16.9,2.66,88,0.792,4.5,1,0,6,13,2026-01-05
BIO-2033-926,SITE-1498,National Medical Center - South Korea,Dr. Brown,South Korea,Asia-Pacific,33.36557349185689,125.57053667983483,Active,2023-11-07,86,2,2,26.6,0.97,53,0.583,4.2,2,0,9,11,2026-01-16
BIO-2033-926,SITE-1499,Medical Research Clinic - Brazil,Dr. Lopez,Brazil,Latin America,-16.756220876374265,-53.850019027496494,Pending,2023-10-13,61,9,7,24.7,2.08,113,0.711,8.8,1,1,1,15,2026-01-17
BIO-2033-926,SITE-1500,Regional Research Institute - Canada,Dr. Lee,Canada,North America,58.8066732058576,-108.83780800009531,Active,2023-11-13,92,32,26,20.5,3.09,141,0.927,7.9,0,0,11,6,2025-12-18
BIO-2033-926,SITE-1501,Academic Health System - Spain,Dr. Yamamoto,Spain,Europe,39.11398993308033,-1.5113980474468143,Pending,2023-11-29,108,2,2,7.1,0.3,55,0.471,8.2,1,0,3,9,2026-01-21
BIO-2033-926,SITE-1502,University Medical Center - Canada,Dr. Patel,Canada,North America,56.211690189812,-104.69155608513628,Active,2023-10-19,67,9,7,24.9,1.02,128,0.584,4.1,2,0,3,9,2026-02-03
BIO-2033-926,SITE-1503,Regional Research Institute - Italy,Dr. Lopez,Italy,Europe,42.64059076066017,13.366376973691194,Active,2023-10-14,62,0,0,39.9,0.0,81,0.842,2.7,1,0,11,17,2026-01-25
BIO-2033-926,SITE-1504,Memorial Cancer Center - Spain,Dr. Yamamoto,Spain,Europe,42.26123509702001,-1.665270381363011,Pending,2023-11-01,80,21,17,20.8,2.78,103,0.81,3.6,1,0,7,11,2026-01-01
BIO-2033-926,SITE-1505,Institute of Clinical Sciences - Argentina,Dr. Dubois,Argentina,Latin America,-39.623507465187295,-63.230303041251275,Active,2023-12-23,132,3,2,45.6,0.73,125,0.939,8.0,1,0,9,10,2026-01-20
BIO-2033-926,SITE-1506,University Medical Center - Spain,Dr. Tanaka,Spain,Europe,42.08115157680819,-4.956618930535268,Active,2023-09-28,46,20,14,33.3,1.74,119,0.935,3.8,2,1,4,11,2026-01-15
BIO-2033-926,SITE-1507,Clinical Research Center - Argentina,Dr. Tanaka,Argentina,Latin America,-35.94289610132968,-65.46907170036818,Active,2024-01-02,142,24,20,17.1,2.69,64,0.905,2.6,2,0,8,12,2025-12-29
BIO-2033-926,SITE-1508,Translational Research Hospital - India,Dr. Fischer,India,Asia-Pacific,22.920406351675428,79.9239798960126,Closed,2023-12-24,133,0,0,22.7,0.0,57,0.794,4.4,6,0,4,8,2026-02-07
BIO-2033-926,SITE-1509,University Medical Center - Poland,Dr. Petrov,Poland,Europe,52.67803591115932,22.021482285309276,Active,2023-12-16,125,28,17,40.5,1.83,85,0.763,1.9,0,0,8,17,2026-01-19
BIO-2033-926,SITE-1510,Regional Research Institute - India,Dr. Chen,India,Asia-Pacific,20.96227916082061,78.28774366377462,Active,2023-12-15,124,3,2,44.1,0.91,56,0.594,4.9,1,0,9,12,2026-02-04
BIO-2033-926,SITE-1511,Institute of Clinical Sciences - Spain,Dr. Lee,Spain,Europe,40.26726383391834,-4.120703451250912,Active,2023-11-27,106,14,13,9.1,1.94,146,1.0,2.4,0,0,5,16,2026-01-07
BIO-2033-926,SITE-1512,Health Sciences Center - Brazil,Dr. Brown,Brazil,Latin America,-14.4973540274444,-52.95882051493116,Pending,2023-10-15,63,26,20,25.9,2.89,111,0.661,7.4,0,0,2,8,2026-01-19
BIO-2033-926,SITE-1513,Metropolitan Hospital - Spain,Dr. Williams,Spain,Europe,39.40446330450708,-5.06532135334701,Active,2023-11-14,93,29,19,34.6,2.19,125,0.442,1.9,0,0,2,16,2026-01-28
BIO-2033-926,SITE-1514,Memorial Cancer Center - Argentina,Dr. Tanaka,Argentina,Latin America,-36.01129449837863,-61.84156780005926,Active,2023-11-03,82,32,24,27.3,3.52,94,0.784,3.1,0,0,8,6,2025-12-22
BIO-2033-926,SITE-1515,National Medical Center - Brazil,Dr. Rossi,Brazil,Latin America,-14.84963341821293,-51.364369432577476,Active,2023-11-03,82,20,18,13.7,3.19,69,0.703,7.8,3,0,7,17,2026-02-09
BIO-2033-926,SITE-1516,Community Health Network - India,Dr. Taylor,India,Asia-Pacific,23.026261001965956,79.05509781758289,Active,2023-11-23,102,27,22,21.2,3.36,62,0.861,4.5,1,0,1,11,2026-01-29
BIO-2033-926,SITE-1517,Memorial Cancer Center - Brazil,Dr. Schmidt,Brazil,Latin America,-13.936637821044153,-49.638913355075324,Active,2023-10-31,79,9,7,29.9,1.33,75,0.652,5.6,2,0,3,12,2026-02-11
BIO-2033-926,SITE-1518,General Hospital - India,Dr. Kim,India,Asia-Pacific,22.9948717306701,80.25964812708766,Active,2023-12-16,125,21,19,10.1,2.74,92,0.944,4.5,3,0,1,9,2026-01-18
BIO-2033-926,SITE-1519,Institute of Clinical Sciences - South Korea,Dr. Lee,South Korea,Asia-Pacific,34.03613736608399,127.98722486382331,Active,2023-10-13,61,4,3,28.6,0.29,129,0.696,4.2,1,0,10,6,2026-02-06
BIO-2033-926,SITE-1520,General Hospital - Spain,Dr. Martinez,Spain,Europe,42.57381941615839,-4.62835303348857,Active,2024-01-09,149,32,25,23.0,3.85,143,0.689,8.1,1,0,10,10,2026-01-26
BIO-2033-926,SITE-1521,National Medical Center - France,Dr. Brown,France,Europe,47.93370537924741,3.759982949985811,Active,2023-10-03,51,15,12,20.3,2.97,97,0.63,8.1,1,1,1,8,2026-01-05
BIO-2033-926,SITE-1522,Memorial Cancer Center - Japan,Dr. Johnson,Japan,Asia-Pacific,35.28603044881347,139.7771328673782,Active,2024-01-02,142,8,8,9.5,1.85,61,0.765,10.2,1,0,3,14,2026-02-08
BIO-2033-926,SITE-1523,National Medical Center - Brazil,Dr. Williams,Brazil,Latin America,-15.255832266196911,-51.78342162619615,Active,2023-11-05,84,12,9,27.5,1.91,137,0.734,1.1,1,0,10,11,2025-12-25
BIO-2033-926,SITE-1524,Institute of Clinical Sciences - Spain,Dr. Thompson,Spain,Europe,39.751736840852914,-3.6196359447489064,Active,2023-10-29,77,8,6,29.6,1.83,107,0.936,0.0,1,1,5,11,2025-12-24
BIO-2033-926,SITE-1525,Memorial Cancer Center - Canada,Dr. Lopez,Canada,North America,53.88272092306417,-104.72388297727235,Active,2023-11-17,96,10,8,23.5,1.08,52,0.9,8.2,1,0,9,7,2026-01-12
BIO-2033-926,SITE-1526,Comprehensive Care Center - Argentina,Dr. O'Brien,Argentina,Latin America,-38.599708065576586,-65.99828116512657,Active,2023-11-11,90,34,24,30.9,4.24,89,0.548,5.8,1,0,8,17,2025-12-26
BIO-2033-926,SITE-1527,Regional Research Institute - Japan,Dr. Yamamoto,Japan,Asia-Pacific,38.33361576232417,140.76358922124192,Active,2023-11-04,83,0,0,28.7,0.0,62,0.79,5.2,4,1,6,6,2026-01-05
BIO-2033-926,SITE-1528,Translational Research Hospital - Spain,Dr. Martinez,Spain,Europe,42.14778647470367,-2.8097615456916323,Active,2023-12-16,125,13,12,13.3,1.79,68,0.842,1.7,2,0,9,10,2026-01-13
BIO-2033-926,SITE-1529,Clinical Research Center - Italy,Dr. O'Brien,Italy,Europe,40.93389853602902,11.778077498589425,Pending,2023-10-06,54,18,14,26.1,1.95,92,0.833,5.4,1,0,5,15,2026-01-02
BIO-2033-926,SITE-1530,National Medical Center - Argentina,Dr. Rossi,Argentina,Latin America,-37.32194921315619,-64.49268221599458,Active,2023-10-08,56,17,17,5.0,3.25,121,0.726,1.6,3,0,5,8,2026-01-21
BIO-2033-926,SITE-1531,Comprehensive Care Center - Brazil,Dr. Martinez,Brazil,Latin America,-16.65151373938185,-53.830593460384065,Active,2023-11-28,107,23,18,24.3,2.41,136,0.789,1.8,1,0,8,12,2026-01-10
BIO-2033-926,SITE-1532,Translational Research Hospital - India,Dr. Patel,India,Asia-Pacific,20.822724489720443,77.16943683893582,Active,2023-10-25,73,1,1,34.8,1.03,130,0.687,5.6,0,2,9,13,2026-01-18
BIO-2033-926,SITE-1533,University Medical Center - Poland,Dr. Singh,Poland,Europe,51.61039550925625,16.194646338628676,Active,2023-11-20,99,13,12,13.4,1.11,141,0.749,2.5,1,0,8,6,2026-01-18
BIO-2033-926,SITE-1534,Academic Health System - Argentina,Dr. Thompson,Argentina,Latin America,-35.57356524823308,-60.724570990080096,Active,2023-11-15,94,10,8,26.7,1.42,141,0.82,5.4,1,0,4,17,2026-01-26
BIO-2033-926,SITE-1535,Metropolitan Hospital - Spain,Dr. Martinez,Spain,Europe,37.778100673252226,-4.1538172679119185,Active,2023-10-07,55,26,19,28.7,3.31,83,0.775,4.9,3,0,8,13,2025-12-25
BIO-2033-926,SITE-1536,University Medical Center - South Korea,Dr. Tanaka,South Korea,Asia-Pacific,37.59033359592776,124.79249099645924,Active,2023-11-12,91,14,12,18.9,1.77,81,0.692,1.4,2,0,4,9,2026-01-11
BIO-2033-926,SITE-1537,Community Health Network - France,Dr. Thompson,France,Europe,46.476276440148695,1.6056324159781568,Active,2023-10-02,50,30,21,31.2,2.97,57,1.0,0.8,0,0,8,7,2026-01-05
BIO-2033-926,SITE-1538,Medical Research Clinic - South Korea,Dr. Taylor,South Korea,Asia-Pacific,37.940462958126346,129.54028860826836,Active,2023-11-09,88,6,5,23.8,0.58,70,0.746,3.7,1,0,2,11,2026-01-28
BIO-2033-926,SITE-1539,Memorial Cancer Center - India,Dr. Rossi,India,Asia-Pacific,19.65025812278137,78.68711318887031,Pending,2023-09-21,39,9,9,9.7,2.02,79,0.711,4.5,3,1,2,17,2026-01-13
BIO-2033-926,SITE-1540,Academic Health System - India,Dr. Rossi,India,Asia-Pacific,23.275066454376294,77.20637420548215,Active,2023-11-15,94,1,1,19.9,0.43,61,0.672,3.6,3,0,5,14,2026-01-31
BIO-2033-926,SITE-1541,General Hospital - Japan,Dr. Anderson,Japan,Asia-Pacific,37.87462512403188,139.5487358071726,Active,2023-12-22,131,18,18,5.0,3.49,110,0.895,0.7,1,0,9,16,2025-12-26
BIO-2033-926,SITE-1542,National Medical Center - Japan,Dr. Anderson,Japan,Asia-Pacific,37.790380588193386,140.88750247360696,Active,2023-10-26,74,17,16,7.8,2.85,141,0.907,5.1,4,0,10,15,2026-01-26
BIO-2034-835,SITE-1543,National Medical Center - France,Dr. Rossi,France,Europe,44.872244073724254,4.656161960349809,Active,2023-09-25,155,0,0,5.0,0.0,4,0.926,3.8,3,0,4,10,2026-01-05
BIO-2034-835,SITE-1544,Translational Research Hospital - United States,Dr. Nakamura,United States,North America,40.176773211249504,-99.82910526374326,Active,2023-08-05,104,3,2,33.7,0.63,4,0.952,10.0,2,0,10,14,2026-01-15
BIO-2034-835,SITE-1545,Health Sciences Center - South Korea,Dr. Brown,South Korea,Asia-Pacific,34.384068026860064,127.10808802543112,Active,2023-06-16,54,8,5,39.9,0.98,9,0.917,7.3,1,0,11,11,2026-01-24
BIO-2034-835,SITE-1546,Medical Research Clinic - South Korea,Dr. Taylor,South Korea,Asia-Pacific,35.463218163691,128.24917278413224,Active,2023-07-19,87,13,10,24.0,1.54,7,0.766,0.5,2,0,9,14,2026-01-10
BIO-2034-835,SITE-1547,Medical Research Clinic - Italy,Dr. Kim,Italy,Europe,42.8713433282054,12.802582327682723,Active,2023-08-16,115,4,3,28.5,0.66,4,0.745,1.6,2,0,3,6,2025-12-31
BIO-2034-835,SITE-1548,Community Health Network - Japan,Dr. Thompson,Japan,Asia-Pacific,38.78506201809917,138.62076184897347,Active,2023-07-06,74,5,4,28.7,0.91,10,0.916,5.0,1,0,5,16,2026-01-17
BIO-2034-835,SITE-1549,National Medical Center - South Korea,Dr. Patel,South Korea,Asia-Pacific,34.852342541367435,125.60442195818702,Active,2023-07-13,81,1,1,38.0,0.94,6,0.906,13.6,5,0,5,17,2025-12-23
BIO-2034-835,SITE-1550,Regional Research Institute - France,Dr. Petrov,France,Europe,46.45620748353987,3.994062228114152,Active,2023-06-10,48,8,6,31.0,1.06,10,0.776,2.1,4,0,3,7,2026-01-10
BIO-2034-835,SITE-1551,Academic Health System - South Korea,Dr. Singh,South Korea,Asia-Pacific,33.85133580974997,128.2566337959652,Pending,2023-09-21,151,18,15,19.5,2.6,4,0.735,6.6,0,0,11,11,2025-12-22
BIO-2034-835,SITE-1552,Biomedical Research Institute - South Korea,Dr. Anderson,South Korea,Asia-Pacific,36.56728598719298,130.2995520054851,Active,2023-07-16,84,22,21,8.6,1.98,9,0.862,5.4,1,0,2,9,2026-02-07
BIO-2034-835,SITE-1553,Comprehensive Care Center - Italy,Dr. Thompson,Italy,Europe,41.59836384994269,11.17095202014432,Pending,2023-06-01,39,10,9,17.0,1.7,10,0.685,1.7,2,0,2,17,2025-12-27
BIO-2034-835,SITE-1554,Community Health Network - United States,Dr. O'Brien,United States,North America,39.027044724134676,-101.04787062262665,Closed,2023-06-26,64,13,9,30.9,1.0,6,0.908,3.9,3,1,1,9,2026-02-01
BIO-2034-835,SITE-1555,University Medical Center - United States,Dr. Singh,United States,North America,37.6450021349023,-100.90068209201436,Active,2023-07-03,71,0,0,27.2,0.27,6,0.861,6.9,0,0,6,17,2025-12-16
BIO-2034-835,SITE-1556,Translational Research Hospital - Japan,Dr. O'Brien,Japan,Asia-Pacific,36.691925125702156,139.2168200235116,Active,2023-06-21,59,37,24,35.3,4.44,7,0.719,0.1,1,1,9,15,2025-12-27
BIO-2034-835,SITE-1557,Biomedical Research Institute - Japan,Dr. O'Brien,Japan,Asia-Pacific,38.48884866017763,139.94668470920863,Active,2023-08-11,110,10,7,32.9,0.9,4,0.691,8.2,0,0,6,13,2025-12-16
BIO-2034-835,SITE-1558,Regional Research Institute - South Korea,Dr. Johnson,South Korea,Asia-Pacific,37.99653361672934,128.3950633665274,Active,2023-08-17,116,12,11,15.0,2.19,6,0.602,2.5,0,1,10,13,2025-12-26
BIO-2034-835,SITE-1559,Health Sciences Center - Japan,Dr. Johnson,Japan,Asia-Pacific,34.165120988895715,138.99595625557723,Active,2023-06-24,62,27,14,49.6,2.16,5,0.812,4.9,3,1,2,8,2026-01-24
BIO-2034-835,SITE-1560,University Medical Center - France,Dr. Thompson,France,Europe,47.35745490940849,4.405713197134795,Active,2023-07-16,84,18,14,22.7,2.36,3,0.842,5.0,0,0,7,7,2026-02-10
BIO-2034-835,SITE-1561,Academic Health System - Italy,Dr. Brown,Italy,Europe,43.37915409296568,12.8597534153769,Active,2023-08-03,102,8,6,30.2,1.21,5,0.821,4.0,2,0,11,17,2026-01-26
BIO-2034-835,SITE-1562,Teaching Hospital - Japan,Dr. Silva,Japan,Asia-Pacific,35.86486521332072,139.0066396470101,Active,2023-06-10,48,23,19,19.1,3.43,6,0.637,2.0,0,0,4,14,2026-01-14
BIO-2034-835,SITE-1563,Community Health Network - South Korea,Dr. Petrov,South Korea,Asia-Pacific,36.50825726865896,128.35988895688683,Active,2023-07-25,93,11,8,27.5,1.53,10,0.61,6.3,0,0,5,6,2025-12-19
BIO-2034-835,SITE-1564,Clinical Research Center - United States,Dr. Fischer,United States,North America,38.4462946620245,-99.98200155692892,Closed,2023-08-16,115,19,15,22.1,2.86,9,0.675,1.8,3,0,3,13,2026-02-11
BIO-2034-835,SITE-1565,Medical Research Clinic - United States,Dr. Mueller,United States,North America,37.326617382606045,-98.62434351823667,Active,2023-07-03,71,13,11,20.4,1.81,7,0.938,4.2,0,2,4,15,2026-01-04
BIO-2034-835,SITE-1566,University Medical Center - France,Dr. Patel,France,Europe,44.77932841720281,3.461637091415498,Active,2023-07-22,90,20,14,30.6,3.11,6,0.789,0.0,3,0,3,16,2025-12-30
BIO-2034-835,SITE-1567,Translational Research Hospital - South Korea,Dr. Johnson,South Korea,Asia-Pacific,33.64699338960769,130.18927028370422,Active,2023-09-05,135,3,3,10.3,1.17,7,0.763,5.1,1,0,8,13,2026-02-06
BIO-2034-835,SITE-1568,Academic Health System - France,Dr. Mueller,France,Europe,45.71520004362441,0.9838035953538362,Active,2023-07-05,73,16,13,22.1,2.86,4,0.652,4.6,2,0,6,14,2025-12-26
BIO-2034-835,SITE-1569,Memorial Cancer Center - Japan,Dr. Kim,Japan,Asia-Pacific,36.2274618073568,140.69881009199634,Active,2023-07-25,93,11,8,30.4,1.52,9,0.731,2.9,2,0,7,9,2026-01-18
BIO-2034-835,SITE-1570,Memorial Cancer Center - France,Dr. Tanaka,France,Europe,46.622257202092946,0.7030506153150085,Active,2023-07-10,78,16,13,20.7,1.95,9,0.681,0.0,1,2,5,7,2026-01-02
BIO-2034-835,SITE-1571,Metropolitan Hospital - Japan,Dr. Rossi,Japan,Asia-Pacific,36.9959975229104,135.9267681619865,Active,2023-06-29,67,4,3,31.7,0.82,7,1.0,2.3,1,0,8,13,2026-01-21
BIO-2035-936,SITE-1572,Clinical Research Center - United States,Dr. Petrov,United States,North America,37.18799326310342,-97.77324820545502,Active,2024-01-26,97,2,2,26.8,0.23,11,0.549,4.9,3,0,8,13,2026-01-29
BIO-2035-936,SITE-1573,Regional Research Institute - United States,Dr. Petrov,United States,North America,38.63455692286102,-98.74247796472334,Active,2024-02-08,110,15,9,41.1,1.16,12,0.666,5.5,0,0,10,13,2025-12-24
BIO-2035-936,SITE-1574,Community Health Network - United Kingdom,Dr. Mueller,United Kingdom,Europe,54.25711036766745,-0.6344954106516316,Active,2024-02-22,124,14,11,23.3,2.21,8,0.594,7.7,2,0,8,15,2026-01-27
BIO-2035-936,SITE-1575,General Hospital - Germany,Dr. Lopez,Germany,Europe,51.339689363328304,8.58550751496991,Active,2023-12-01,41,36,29,19.7,3.86,10,0.685,7.4,1,0,2,16,2025-12-16
BIO-2035-936,SITE-1576,Biomedical Research Institute - India,Dr. Garcia,India,Asia-Pacific,18.995788918457833,80.7358955338302,Active,2023-12-12,52,3,3,14.6,0.58,14,0.62,0.4,4,0,11,10,2025-12-26
BIO-2035-936,SITE-1577,Memorial Cancer Center - South Africa,Dr. Schmidt,South Africa,Africa,-33.270279276788244,20.959682155444735,Active,2024-02-14,116,43,31,28.9,4.01,10,0.748,2.5,2,0,7,14,2026-02-03
BIO-2035-936,SITE-1578,Comprehensive Care Center - Canada,Dr. Lopez,Canada,North America,54.42077652501459,-104.28178424193948,Active,2023-12-11,51,8,7,20.1,1.59,14,0.417,2.5,2,2,5,15,2026-01-31
BIO-2035-936,SITE-1579,Medical Research Clinic - Canada,Dr. Taylor,Canada,North America,58.08861371575627,-108.16963139559704,Active,2024-01-14,85,15,10,33.6,0.92,11,0.642,4.1,1,0,7,16,2026-01-12
BIO-2035-936,SITE-1580,Medical Research Clinic - India,Dr. Nakamura,India,Asia-Pacific,21.175649574384227,77.40326654562793,Active,2023-12-28,68,20,13,37.0,1.9,10,0.707,8.9,2,0,5,14,2026-01-16
BIO-2035-936,SITE-1581,Clinical Research Center - Canada,Dr. Martinez,Canada,North America,57.98920208979268,-103.73600430895593,Active,2023-12-28,68,4,3,28.1,0.38,8,0.609,5.6,3,0,9,13,2025-12-16
BIO-2035-936,SITE-1582,University Medical Center - Canada,Dr. Garcia,Canada,North America,58.66705359963717,-107.7559480708628,Active,2024-01-25,96,5,4,32.5,0.77,9,1.0,6.6,0,0,3,15,2026-01-06
BIO-2035-936,SITE-1583,Center for Advanced Medicine - South Africa,Dr. Taylor,South Africa,Africa,-31.311789213079713,21.476185791381408,Active,2024-01-30,101,15,10,36.2,1.77,8,0.779,5.6,1,0,2,8,2026-02-12
BIO-2035-936,SITE-1584,Biomedical Research Institute - Germany,Dr. Martinez,Germany,Europe,52.470167816420336,12.780974269044243,Active,2024-03-23,154,0,0,31.8,0.0,6,0.588,9.1,1,0,3,17,2026-01-16
BIO-2035-936,SITE-1585,Center for Advanced Medicine - South Africa,Dr. Yamamoto,South Africa,Africa,-30.372973061104155,24.58430797423913,Active,2024-02-28,130,40,38,7.2,4.35,10,0.619,8.4,2,0,6,9,2026-01-20
BIO-2035-936,SITE-1586,Memorial Cancer Center - India,Dr. Williams,India,Asia-Pacific,18.231875354538854,80.00049679376227,Active,2024-02-17,119,8,7,21.9,1.87,9,0.693,2.7,1,0,10,8,2026-01-15
BIO-2035-936,SITE-1587,Translational Research Hospital - Poland,Dr. Tanaka,Poland,Europe,52.512925836758725,18.823597770457944,Active,2023-12-04,44,13,10,26.7,0.77,10,0.827,6.0,0,0,8,13,2025-12-27
BIO-2035-936,SITE-1588,Center for Advanced Medicine - Canada,Dr. Lee,Canada,North America,56.96365383201547,-105.62287135621982,Active,2024-02-06,108,17,11,37.5,2.01,12,0.938,6.4,2,0,2,6,2026-01-30
BIO-2035-936,SITE-1589,Health Sciences Center - South Africa,Dr. Tanaka,South Africa,Africa,-29.47336178672711,22.727420123749884,Pending,2023-12-12,52,0,0,21.9,0.11,10,0.808,5.2,0,1,7,14,2026-01-07
BIO-2035-936,SITE-1590,Health Sciences Center - South Africa,Dr. Silva,South Africa,Africa,-31.890190405576526,22.237935488219094,Active,2023-12-21,61,0,0,29.8,0.04,10,0.937,5.9,3,0,8,15,2026-01-29
BIO-2035-936,SITE-1591,Memorial Cancer Center - Germany,Dr. Nakamura,Germany,Europe,51.09642736828147,10.2483667116229,Active,2024-01-04,75,0,0,17.2,0.0,11,0.751,5.1,2,1,7,11,2026-02-04
BIO-2035-936,SITE-1592,Clinical Research Center - South Korea,Dr. Garcia,South Korea,Asia-Pacific,34.18090750219181,130.13521463785983,Pending,2024-01-04,75,0,0,21.1,0.0,6,0.95,6.2,0,0,1,10,2025-12-27
BIO-2035-936,SITE-1593,Institute of Clinical Sciences - India,Dr. Lopez,India,Asia-Pacific,21.980450999619976,77.17750371362584,Active,2024-01-26,97,11,8,30.1,1.2,8,0.656,1.6,2,0,3,11,2026-02-12
BIO-2035-936,SITE-1594,Community Health Network - United States,Dr. Patel,United States,North America,42.66634107123586,-96.75644722809753,Active,2024-01-02,73,9,7,28.2,1.69,6,0.553,8.0,0,0,8,10,2026-02-01
BIO-2035-936,SITE-1595,Medical Research Clinic - South Korea,Dr. Yamamoto,South Korea,Asia-Pacific,35.465638924652175,129.61600774418372,Active,2023-12-26,66,18,18,5.0,3.3,15,0.706,6.4,1,1,5,16,2025-12-26
BIO-2035-936,SITE-1596,Teaching Hospital - United Kingdom,Dr. Nakamura,United Kingdom,Europe,55.467455186989405,-4.7617670026825145,Pending,2023-12-24,64,4,4,12.5,1.04,10,0.82,7.7,2,0,3,14,2026-01-28
BIO-2035-936,SITE-1597,Memorial Cancer Center - South Korea,Dr. Dubois,South Korea,Asia-Pacific,37.0256085735244,130.6574209453956,Active,2024-01-17,88,7,6,16.3,1.02,12,1.0,4.5,0,0,11,14,2026-01-12
